task	commit	axis	build	scope	arm	size	instrument	value_median	value_min	value_max	value_rounds
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	absolute	ir	large	cycles:u	32856304641.000000	32842729242.000000	32907877222.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	per_pass	tw	-	cycles:u	788.737426	771.454092	799.991387	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	fixed	tw	-	cycles:u	-24854703.000000	-333824116.000000	424099920.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	per_pass	ir	-	cycles:u	862.192223	852.250559	865.557772	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	fixed	ir	-	cycles:u	144572756.000000	15291934.000002	468433736.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	c1undone	per_pass_gap	ir-tw	-	cycles:u	71.519843	62.216774	85.290062	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	arm_ratio	ir/tw	small	instructions:u	1.021182	1.021182	1.021182	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	absolute	tw	small	instructions:u	72656654283.000000	72656653516.000000	72656654747.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	absolute	ir	small	instructions:u	74195661238.000000	74195661068.000000	74195661747.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	arm_ratio	ir/tw	large	instructions:u	1.021182	1.021182	1.021182	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	absolute	tw	large	instructions:u	145312693672.000000	145312693474.000000	145312694259.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	absolute	ir	large	instructions:u	148390701412.000000	148390700804.000000	148390701745.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	per_pass	tw	-	instructions:u	3824.002080	3824.002055	3824.002120	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	fixed	tw	-	instructions:u	615092.000000	613237.000000	615540.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	per_pass	ir	-	instructions:u	3905.002114	3905.002070	3905.002137	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	fixed	ir	-	instructions:u	621064.000000	620535.000000	622130.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	per_pass_gap	ir-tw	-	instructions:u	81.000017	80.999988	81.000064	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	arm_ratio	ir/tw	small	cycles:u	1.010907	1.004860	1.023257	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	absolute	tw	small	cycles:u	15398034053.000000	15365115295.000000	15508480888.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	absolute	ir	small	cycles:u	15576125178.000000	15539053008.000000	15739691040.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	arm_ratio	ir/tw	large	cycles:u	1.014435	1.011101	1.093505	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	absolute	tw	large	cycles:u	30740804615.000000	30721016684.000000	30789323843.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	absolute	ir	large	cycles:u	31196267140.000000	31131113079.000000	33615213354.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	head	per_pass	tw	-	cycles:u	808.360317	800.659779	811.800450	5
